1.486960	1.486960
1.487655	1.487655
1.488339	1.488339
1.489012	1.489012
1.489674	1.489674
1.490325	1.490325
1.490966	1.490966
1.491597	1.491597
1.492218	1.492218
1.492830	1.492830
1.493432	1.493432
1.494024	1.494024
1.494608	1.494608
1.495183	1.495183
1.495750	1.495750
1.496308	1.496308
1.496857	1.496857
1.497399	1.497399
1.497933	1.497933
1.498459	1.498459
1.498978	1.498978
1.499489	1.499489
1.499993	1.499993
1.500490	1.500490
1.500980	1.500980
1.501463	1.501463
1.501940	1.501940
1.502410	1.502410
1.502874	1.502874
1.503331	1.503331
1.503783	1.503783
1.504228	1.504228
1.504668	1.504668
1.505102	1.505102
1.505530	1.505530
1.505952	1.505952
1.506369	1.506369
1.506781	1.506781
1.507188	1.507188
1.507589	1.507589
1.507986	1.507986
1.508378	1.508378
0.000000, 0.000000	0.000000
0.100000, 0.099669	0.099669
0.200000, 0.197396	0.197396
0.300000, 0.291457	0.291457
0.400000, 0.380506	0.380506
0.500000, 0.463648	0.463648
0.600000, 0.540420	0.540420
0.700000, 0.610726	0.610726
0.800000, 0.674741	0.674741
0.900000, 0.732815	0.732815
1.000000, 0.785398	0.785398
1.100000, 0.832981	0.832981
1.200000, 0.876058	0.876058
1.300000, 0.915101	0.915101
1.400000, 0.950547	0.950547
1.500000, 0.982794	0.982794
1.600000, 1.012197	1.012197
1.700000, 1.039072	1.039072
1.800000, 1.063698	1.063698
1.900000, 1.086318	1.086318
2.000000, 1.107149	1.107149
2.100000, 1.126377	1.126377
2.200000, 1.144169	1.144169
2.300000, 1.160669	1.160669
2.400000, 1.176005	1.176005
2.500000, 1.190290	1.190290
2.600000, 1.203622	1.203622
2.700000, 1.216091	1.216091
2.800000, 1.227772	1.227772
2.900000, 1.238737	1.238737
3.000000, 1.249046	1.249046
3.100000, 1.258754	1.258754
3.200000, 1.267911	1.267911
3.300000, 1.276562	1.276562
3.400000, 1.284745	1.284745
3.500000, 1.292497	1.292497
3.600000, 1.299849	1.299849
3.700000, 1.306833	1.306833
3.800000, 1.313473	1.313473
3.900000, 1.319794	1.319794
4.000000, 1.325818	1.325818
4.100000, 1.331565	1.331565
4.200000, 1.337053	1.337053
4.300000, 1.342300	1.342300
4.400000, 1.347320	1.347320
4.500000, 1.352127	1.352127
4.600000, 1.356736	1.356736
4.700000, 1.361156	1.361156
4.800000, 1.365401	1.365401
4.900000, 1.369479	1.369479
5.000000, 1.373401	1.373401
5.100000, 1.377174	1.377174
5.200000, 1.380808	1.380808
5.300000, 1.384309	1.384309
5.400000, 1.387686	1.387686
5.500000, 1.390943	1.390943
5.600000, 1.394087	1.394087
5.700000, 1.397125	1.397125
5.800000, 1.400061	1.400061
5.900000, 1.402900	1.402900
6.000000, 1.405648	1.405648
6.100000, 1.408307	1.408307
6.200000, 1.410883	1.410883
6.300000, 1.413379	1.413379
6.400000, 1.415800	1.415800
6.500000, 1.418147	1.418147
6.600000, 1.420425	1.420425
6.700000, 1.422636	1.422636
6.800000, 1.424784	1.424784
6.900000, 1.426871	1.426871
7.000000, 1.428899	1.428899
7.100000, 1.430872	1.430872
7.200000, 1.432790	1.432790
7.300000, 1.434657	1.434657
7.400000, 1.436475	1.436475
7.500000, 1.438245	1.438245
7.600000, 1.439969	1.439969
7.700000, 1.441649	1.441649
7.800000, 1.443287	1.443287
7.900000, 1.444884	1.444884
8.000000, 1.446441	1.446441
8.100000, 1.447961	1.447961
8.200000, 1.449444	1.449444
8.300000, 1.450892	1.450892
8.400000, 1.452306	1.452306
8.500000, 1.453688	1.453688
8.600000, 1.455037	1.455037
8.700000, 1.456356	1.456356
8.800000, 1.457645	1.457645
8.900000, 1.458906	1.458906
9.000000, 1.460139	1.460139
9.100000, 1.461345	1.461345
9.200000, 1.462526	1.462526
9.300000, 1.463681	1.463681
9.400000, 1.464812	1.464812
9.500000, 1.465919	1.465919
9.600000, 1.467004	1.467004
9.700000, 1.468066	1.468066
9.800000, 1.469107	1.469107
9.900000, 1.470128	1.470128
10.000000, 1.471128	1.471128
10.100000, 1.472108	1.472108
10.200000, 1.473069	1.473069
10.300000, 1.474012	1.474012
10.400000, 1.474937	1.474937
10.500000, 1.475845	1.475845
10.600000, 1.476735	1.476735
10.700000, 1.477609	1.477609
10.800000, 1.478467	1.478467
10.900000, 1.479309	1.479309
11.000000, 1.480136	1.480136
11.100000, 1.480949	1.480949
11.200000, 1.481747	1.481747
11.300000, 1.482531	1.482531
11.400000, 1.483301	1.483301
11.500000, 1.484058	1.484058
11.600000, 1.484802	1.484802
11.700000, 1.485533	1.485533
11.800000, 1.486253	1.486253
11.900000, 1.486960	1.486960
12.000000, 1.487655	1.487655
12.100000, 1.488339	1.488339
12.200000, 1.489012	1.489012
12.300000, 1.489674	1.489674
12.400000, 1.490325	1.490325
12.500000, 1.490966	1.490966
12.600000, 1.491597	1.491597
12.700000, 1.492218	1.492218
12.800000, 1.492830	1.492830
12.900000, 1.493432	1.493432
13.000000, 1.494024	1.494024
13.100000, 1.494608	1.494608
13.200000, 1.495183	1.495183
13.300000, 1.495750	1.495750
13.400000, 1.496308	1.496308
13.500000, 1.496857	1.496857
13.600000, 1.497399	1.497399
13.700000, 1.497933	1.497933
13.800000, 1.498459	1.498459
13.900000, 1.498978	1.498978
14.000000, 1.499489	1.499489
14.100000, 1.499993	1.499993
14.200000, 1.500490	1.500490
14.300000, 1.500980	1.500980
14.400000, 1.501463	1.501463
14.500000, 1.501940	1.501940
14.600000, 1.502410	1.502410
14.700000, 1.502874	1.502874
14.800000, 1.503331	1.503331
14.900000, 1.503783	1.503783
15.000000, 1.504228	1.504228
15.100000, 1.504668	1.504668
15.200000, 1.505102	1.505102
15.300000, 1.505530	1.505530
15.400000, 1.505952	1.505952
15.500000, 1.506369	1.506369
15.600000, 1.506781	1.506781
15.700000, 1.507188	1.507188
15.800000, 1.507589	1.507589
15.900000, 1.507986	1.507986
16.000000, 1.508378	1.508378
0.000000, 0.000000	0.000000
0.100000, 0.099669	0.099669
0.200000, 0.197396	0.197396
0.300000, 0.291457	0.291457
0.400000, 0.380506	0.380506
0.500000, 0.463648	0.463648
0.600000, 0.540420	0.540419
0.700000, 0.610726	0.610726
0.800000, 0.674741	0.674741
0.900000, 0.732815	0.732814
1.000000, 0.785398	0.785394
1.100000, 0.832981	0.832967
1.200000, 0.876058	0.876022
1.300000, 0.915101	0.915021
1.400000, 0.950547	0.950391
1.500000, 0.982794	0.982514
1.600000, 1.012197	1.011735
1.700000, 1.039072	1.038355
1.800000, 1.063698	1.062644
1.900000, 1.086318	1.084838
2.000000, 1.107149	1.105147
2.100000, 1.126377	1.123758
2.200000, 1.144169	1.140836
2.300000, 1.160669	1.156529
2.400000, 1.176005	1.170969
2.500000, 1.190290	1.184274
2.600000, 1.203622	1.196548
2.700000, 1.216091	1.207887
2.800000, 1.227772	1.218376
2.900000, 1.238737	1.228090
3.000000, 1.249046	1.237100
3.100000, 1.258754	1.245465
3.200000, 1.267911	1.253243
3.300000, 1.276562	1.260483
3.400000, 1.284745	1.267231
3.500000, 1.292497	1.273528
